RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,percent,DelqEver,DelqLast12M,PercentSatisfactoryTrades,NumTradesWBalance
Bad,65,176,3,101,34,0,0,92,14,7,6,36,1,28,0,3,3,87,0.0,9,3,6,92,0.14903129657228018,True,False,94.0,33
Good,79,242,3,71,19,0,0,100,125,7,7,19,5,11,8,0,0,20,,3,1,0,50,0.14903129657228018,False,False,100.0,9
Good,89,290,12,71,9,0,0,100,125,7,7,29,0,0,9,0,0,15,,1,2,0,33,0.14903129657228018,False,False,31.0,9
Good,66,245,44,131,12,1,0,79,1,6,5,14,0,36,0,1,1,46,,3,1,0,100,0.628930817610063,True,True,86.0,14
Bad,88,188,17,107,9,0,0,100,125,7,7,16,0,33,36,0,0,0,69.0,1,2,0,57,0.14903129657228018,False,False,56.0,9
Bad,68,87,4,44,20,0,0,85,18,7,6,20,3,20,0,4,4,24,,8,2,0,77,0.14903129657228018,True,False,100.0,15
Good,83,97,7,57,17,0,0,100,125,7,7,17,1,24,36,0,0,19,85.0,3,3,0,60,0.14903129657228018,False,False,100.0,10
Good,85,181,6,77,7,0,0,100,125,7,7,10,1,50,5,0,0,0,95.0,0,2,0,50,0.14903129657228018,False,False,70.0,5
Good,68,348,12,91,34,0,0,100,125,7,7,34,0,32,0,0,0,78,68.0,11,4,7,76,0.14903129657228018,False,False,100.0,25
Bad,65,502,1,71,78,1,1,99,15,7,6,100,19,15,0,6,6,10,90.0,10,3,1,38,0.14903129657228018,True,False,78.0,38
Good,88,145,5,86,23,0,0,100,125,7,7,24,1,54,0,1,1,6,96.0,2,2,0,50,0.14903129657228018,False,False,96.0,12
Bad,68,42,1,20,13,0,0,100,125,7,7,16,6,31,0,8,8,39,89.0,2,4,0,54,0.14903129657228018,False,False,81.0,8
Good,86,257,14,126,25,0,0,100,125,7,7,25,0,8,0,0,0,18,,5,1,0,40,0.14903129657228018,False,False,100.0,10
Bad,84,150,11,68,23,0,0,100,125,7,7,25,1,24,0,0,0,1,,1,1,1,17,0.14903129657228018,False,False,92.0,4
Bad,63,257,6,90,28,0,0,93,2,6,6,29,4,14,0,5,5,60,87.0,3,3,1,60,0.628930817610063,True,True,97.0,17
Good,65,521,10,159,36,0,0,90,3,6,6,39,1,41,0,0,0,19,85.0,7,2,0,64,0.628930817610063,True,True,92.0,24
Good,69,194,4,63,41,0,0,95,15,7,6,41,5,29,0,2,2,0,99.0,3,4,0,35,0.14903129657228018,True,False,100.0,14
Bad,84,246,1,69,20,0,0,100,125,7,7,21,1,33,0,2,2,8,13.0,4,2,0,60,0.14903129657228018,False,False,95.0,12
Bad,66,157,18,42,16,0,0,100,125,7,7,16,0,25,0,3,3,93,53.0,11,3,5,100,0.14903129657228018,False,False,100.0,16
Bad,72,171,3,40,11,0,0,100,125,7,7,11,4,27,0,2,2,62,97.0,5,2,2,88,0.14903129657228018,False,False,100.0,9
Good,91,303,4,101,11,0,0,100,125,7,7,12,1,36,0,0,0,1,97.0,2,2,0,57,0.14903129657228018,False,False,92.0,6
Bad,58,167,3,62,24,1,1,80,1,6,2,25,1,24,1,1,1,0,48.0,0,3,0,33,0.628930817610063,True,True,96.0,8
Good,84,245,10,113,16,0,0,94,17,7,6,17,1,12,36,0,0,6,,2,2,0,40,0.14903129657228018,True,False,94.0,6
Bad,83,242,1,92,35,0,0,100,125,7,7,36,3,11,1,2,2,8,52.0,6,3,0,36,0.14903129657228018,False,False,97.0,12
Bad,55,174,19,86,9,1,0,70,2,5,5,10,0,20,0,0,0,50,75.0,3,1,3,57,0.628930817610063,True,True,90.0,5
Bad,63,246,5,113,10,0,0,90,5,6,6,10,1,20,6,0,0,97,,5,1,4,86,0.628930817610063,True,True,100.0,8
Good,86,361,1,86,25,0,0,100,125,7,7,26,1,31,0,0,0,10,,3,3,0,67,0.14903129657228018,False,False,96.0,17
Bad,64,164,8,71,25,1,0,92,7,6,6,26,3,38,0,3,3,58,84.0,3,3,0,67,0.628930817610063,True,True,96.0,17
Bad,65,153,4,81,17,0,0,89,29,7,6,19,3,53,1,1,1,60,,4,2,0,86,0.14903129657228018,True,False,89.0,16
Bad,86,70,9,39,10,0,0,100,125,7,7,10,1,10,0,0,0,0,,1,1,0,22,0.14903129657228018,False,False,100.0,2
Bad,62,102,3,51,20,1,0,78,11,6,5,23,4,39,0,1,1,56,85.0,3,3,2,75,0.628930817610063,True,True,87.0,17
Bad,63,27,8,14,6,0,0,86,12,7,6,7,2,43,0,0,0,66,21.0,2,2,1,80,0.14903129657228018,True,False,86.0,5
Good,78,149,5,61,43,0,0,100,125,7,7,44,1,47,1,2,2,9,91.0,3,9,0,80,0.14903129657228018,False,False,98.0,35
Good,90,240,20,123,19,0,0,100,125,7,7,21,0,19,0,0,0,3,,2,1,0,50,0.14903129657228018,False,False,90.0,10
Bad,75,340,2,111,19,1,0,96,78,7,5,23,2,13,0,1,1,41,,6,1,1,58,0.14903129657228018,True,False,83.0,13
Good,79,114,9,49,28,0,0,100,125,7,7,28,2,36,0,1,1,2,42.0,3,3,0,43,0.14903129657228018,False,False,100.0,12
Good,63,325,3,92,29,0,0,93,12,7,6,30,2,52,36,2,2,63,65.0,8,4,3,75,0.14903129657228018,True,False,97.0,22
Bad,63,148,2,56,31,1,1,97,67,7,2,38,5,45,0,3,3,82,,9,2,6,92,0.14903129657228018,True,False,82.0,34
Good,83,177,6,77,40,1,0,98,49,7,5,41,3,54,0,1,1,19,70.0,3,5,0,62,0.14903129657228018,True,False,98.0,25
Bad,56,169,1,56,7,2,2,80,20,7,3,26,4,20,36,3,3,62,,4,2,1,83,0.14903129657228018,True,False,27.0,21
Bad,55,159,5,76,14,3,1,63,0,2,2,19,2,47,0,0,0,45,46.0,2,4,0,100,0.628930817610063,True,True,74.0,19
Bad,73,94,1,41,13,0,0,100,125,7,7,21,5,67,36,3,3,0,97.0,1,3,0,67,0.14903129657228018,False,False,62.0,14
Good,88,448,6,156,23,0,0,100,125,7,7,29,1,22,0,0,0,6,4.0,5,2,0,50,0.14903129657228018,False,False,79.0,14
Bad,59,154,3,65,27,0,0,100,125,7,7,27,6,37,0,2,2,85,74.0,8,3,5,79,0.14903129657228018,False,False,100.0,21
Bad,54,186,2,53,22,1,0,64,5,6,5,25,3,40,0,2,2,33,87.0,6,1,1,58,0.628930817610063,True,True,88.0,14
Good,93,417,25,235,9,0,0,100,125,7,7,9,0,22,0,1,0,0,,1,2,0,40,0.14903129657228018,False,False,100.0,3
Bad,73,102,2,41,22,0,0,100,125,7,7,23,2,35,0,0,0,21,46.0,4,4,1,62,0.14903129657228018,False,False,96.0,14
Bad,71,162,11,51,13,0,0,92,13,7,6,13,1,15,0,0,0,51,,3,1,1,50,0.14903129657228018,True,False,100.0,6
Bad,63,206,2,66,19,0,0,82,6,6,6,22,4,45,0,2,2,56,39.0,6,2,1,75,0.628930817610063,True,True,86.0,16
Bad,65,336,1,78,33,1,1,94,21,7,2,35,2,40,0,4,4,59,30.0,11,5,3,80,0.14903129657228018,True,False,94.0,28
Good,71,108,1,55,14,1,1,88,62,7,3,17,4,63,2,3,3,37,95.0,2,3,0,63,0.14903129657228018,True,False,82.0,10
Bad,61,187,8,46,26,4,0,88,38,7,5,33,1,36,0,5,5,60,77.0,7,2,3,75,0.14903129657228018,True,False,79.0,24
Good,61,183,26,111,3,1,1,60,7,6,2,5,0,20,36,1,1,94,,1,1,0,100,0.628930817610063,True,True,60.0,5
Bad,66,98,4,31,15,1,1,94,35,7,2,35,1,50,36,0,0,58,78.0,5,4,1,91,0.14903129657228018,True,False,43.0,31
Good,87,196,30,117,19,0,0,100,125,7,7,20,0,30,0,0,0,7,,5,2,0,71,0.14903129657228018,False,False,95.0,14
Bad,64,86,4,54,7,2,1,78,24,7,2,9,1,11,7,0,0,48,94.0,2,1,0,50,0.14903129657228018,True,False,78.0,4
Good,87,440,9,105,26,0,0,100,125,7,7,34,2,23,36,0,0,15,47.0,2,2,0,29,0.14903129657228018,False,False,76.0,9
Bad,64,92,3,35,21,2,2,91,33,7,6,24,5,23,0,1,1,9,58.0,3,4,0,53,0.14903129657228018,True,False,88.0,12
Bad,64,179,2,85,26,0,0,100,125,7,7,28,4,32,36,1,1,85,38.0,10,2,6,86,0.14903129657228018,False,False,93.0,24
Bad,59,290,7,70,9,2,1,70,14,7,5,10,2,50,12,0,0,73,52.0,3,3,1,86,0.14903129657228018,True,False,90.0,8
Bad,80,263,21,116,25,0,0,100,125,7,7,25,0,64,21,0,0,48,,3,2,0,71,0.14903129657228018,False,False,100.0,17
Bad,65,115,11,43,19,0,0,90,1,6,6,20,1,50,36,0,0,52,77.0,5,6,0,85,0.628930817610063,True,True,95.0,17
Good,77,218,8,72,25,0,0,96,74,7,6,25,3,52,2,1,1,32,69.0,3,4,0,64,0.14903129657228018,True,False,100.0,16
Good,82,247,1,90,25,0,0,100,125,7,7,29,2,24,36,0,0,29,,6,1,1,54,0.14903129657228018,False,False,86.0,15
Bad,71,247,3,72,49,0,0,100,125,7,7,74,3,66,36,2,2,83,61.0,10,5,1,94,0.14903129657228018,False,False,66.0,69
Good,73,333,1,102,25,0,0,96,16,7,6,27,4,26,0,5,5,37,3.0,3,3,0,67,0.14903129657228018,True,False,93.0,18
Good,67,152,3,37,23,1,1,96,64,7,2,24,3,25,36,1,1,40,49.0,11,3,1,78,0.14903129657228018,True,False,96.0,18
Good,80,201,5,94,17,0,0,100,125,7,7,17,1,24,0,0,0,36,9.0,4,2,1,43,0.14903129657228018,False,False,100.0,7
Good,62,197,7,60,43,0,0,100,125,7,7,54,1,44,36,1,1,103,70.0,14,11,4,100,0.14903129657228018,False,False,80.0,54
Good,89,171,3,90,14,0,0,100,125,7,7,15,1,27,3,1,1,3,29.0,1,2,0,60,0.14903129657228018,False,False,93.0,9
Bad,60,28,3,17,13,0,0,100,125,7,7,13,2,38,0,3,3,67,96.0,5,4,3,75,0.14903129657228018,False,False,100.0,9
Good,81,139,0,51,14,0,0,100,125,7,7,15,4,20,0,3,2,16,60.0,2,3,0,45,0.14903129657228018,False,False,93.0,6
Bad,64,144,2,63,18,2,2,85,72,7,3,21,3,50,0,6,6,60,80.0,2,5,1,78,0.14903129657228018,True,False,86.0,16
Good,84,153,0,62,11,0,0,100,125,7,7,19,2,33,0,1,1,11,,2,2,1,40,0.14903129657228018,False,False,58.0,7
Bad,67,213,1,56,53,1,0,98,42,7,5,59,11,18,2,2,2,22,89.0,7,5,1,52,0.14903129657228018,True,False,90.0,30
Bad,66,174,6,72,29,3,2,87,16,7,4,32,2,19,0,1,0,37,87.0,9,2,4,65,0.14903129657228018,True,False,91.0,20
Good,81,442,152,245,10,0,0,100,125,7,7,10,0,0,0,0,0,41,,7,2,1,88,0.14903129657228018,False,False,100.0,8
Bad,80,90,33,68,10,0,0,100,125,7,7,11,0,10,36,1,1,57,,1,1,0,40,0.14903129657228018,False,False,91.0,4
Bad,60,67,15,53,5,1,1,50,14,7,2,6,0,50,0,2,2,27,,1,1,0,100,0.14903129657228018,True,False,83.0,6
Good,81,162,13,66,17,0,0,100,125,7,7,17,0,12,0,1,1,3,,2,1,0,43,0.14903129657228018,False,False,100.0,7
Bad,80,210,1,105,14,0,0,100,125,7,7,15,1,7,0,0,0,35,,4,1,1,50,0.14903129657228018,False,False,93.0,7
Good,79,148,40,93,13,0,0,92,43,7,6,13,0,77,0,2,2,0,,0,1,0,50,0.14903129657228018,True,False,100.0,6
Good,77,256,3,93,37,0,0,92,19,7,6,39,4,23,3,1,1,13,,3,1,0,31,0.14903129657228018,True,False,95.0,12
Bad,66,193,6,43,40,0,0,98,71,7,6,40,3,25,1,1,1,19,,12,2,1,64,0.14903129657228018,True,False,100.0,25
Good,86,189,2,76,19,0,0,100,125,7,7,24,3,58,36,0,0,5,100.0,4,3,0,78,0.14903129657228018,False,False,79.0,18
Bad,81,179,16,99,16,0,0,100,125,7,7,19,0,26,0,0,0,26,,2,1,1,60,0.14903129657228018,False,False,84.0,11
Good,89,131,29,60,6,0,0,100,125,7,7,6,0,17,0,0,0,5,,1,1,0,40,0.14903129657228018,False,False,100.0,2
Bad,54,68,7,23,5,0,0,83,3,6,6,6,3,33,0,0,0,66,81.0,3,2,1,83,0.628930817610063,True,True,83.0,4
Good,67,203,45,144,12,1,1,86,2,2,2,23,0,36,36,0,0,76,90.0,3,2,0,83,0.628930817610063,True,True,52.0,19
Good,64,162,5,73,4,3,3,67,54,7,2,7,1,33,0,1,1,57,,2,1,0,100,0.14903129657228018,True,False,57.0,7
Good,79,284,4,96,51,0,0,98,24,7,6,53,3,42,0,2,2,10,,3,1,0,40,0.14903129657228018,True,False,96.0,21
Good,66,131,13,83,4,4,4,67,67,7,2,41,0,33,36,0,0,67,,2,1,0,100,0.14903129657228018,True,False,10.0,41
Bad,73,122,2,53,11,0,0,100,125,7,7,12,3,58,4,2,2,90,96.0,4,2,1,86,0.14903129657228018,False,False,92.0,10
Good,84,200,12,69,18,0,0,100,125,7,7,18,0,39,13,0,0,1,86.0,2,2,0,40,0.14903129657228018,False,False,100.0,7
Good,89,193,18,97,19,0,0,100,125,7,7,20,0,45,17,0,0,4,,2,1,0,75,0.14903129657228018,False,False,95.0,15
Bad,70,182,29,94,25,0,0,96,20,7,6,25,0,24,0,1,1,33,6.0,3,2,1,36,0.14903129657228018,True,False,100.0,9
Bad,61,175,15,74,11,1,1,82,10,6,6,13,0,27,36,1,0,71,77.0,3,1,2,80,0.628930817610063,True,True,85.0,10
Bad,59,183,47,133,2,4,4,40,13,7,2,7,0,20,0,1,1,27,,3,1,0,100,0.14903129657228018,True,False,29.0,7
Bad,82,297,19,88,31,0,0,100,125,7,7,31,0,29,0,0,0,20,,5,1,0,40,0.14903129657228018,False,False,100.0,12
Bad,69,159,12,57,18,0,0,95,32,7,6,20,0,20,0,0,0,83,,5,1,2,75,0.14903129657228018,True,False,90.0,15
Bad,73,158,1,59,24,0,0,96,33,7,6,25,1,60,0,0,0,50,66.0,2,3,1,83,0.14903129657228018,True,False,96.0,20
Good,80,282,2,103,28,0,0,97,3,6,6,37,1,26,0,3,3,0,,1,2,0,14,0.628930817610063,True,True,76.0,5
Bad,74,159,9,69,26,0,0,100,125,7,7,27,2,48,36,0,0,61,67.0,3,4,2,78,0.14903129657228018,False,False,96.0,21
Bad,70,243,3,125,31,2,0,88,79,7,5,35,3,18,14,0,0,35,,8,1,1,56,0.14903129657228018,True,False,89.0,19
Bad,75,160,5,69,12,0,0,100,125,7,7,12,2,42,2,2,2,85,100.0,2,2,2,83,0.14903129657228018,False,False,100.0,9
Bad,73,102,1,49,21,0,0,95,125,7,6,22,3,27,36,0,0,15,46.0,2,3,0,60,0.14903129657228018,True,False,95.0,13
Good,85,83,18,50,20,0,0,100,125,7,7,20,0,50,36,1,1,5,58.0,1,4,0,50,0.14903129657228018,False,False,100.0,10
Bad,57,32,3,14,11,0,0,100,125,7,7,11,6,36,36,0,0,73,89.0,6,3,2,100,0.14903129657228018,False,False,100.0,11
Good,83,267,19,90,16,0,0,94,37,7,6,16,0,19,16,0,0,4,60.0,1,1,0,40,0.14903129657228018,True,False,100.0,6
Bad,64,330,10,112,8,1,0,67,6,6,5,9,1,33,0,0,0,84,89.0,4,2,2,75,0.628930817610063,True,True,89.0,6
Bad,61,222,3,63,43,1,0,91,9,6,5,46,9,41,4,2,2,57,5.0,7,4,3,61,0.628930817610063,True,True,93.0,28
Bad,51,91,5,27,7,2,2,75,3,2,2,9,3,63,0,4,4,76,89.0,3,2,1,100,0.628930817610063,True,True,78.0,9
Good,78,173,4,90,23,0,0,100,125,7,7,24,1,52,36,0,0,43,,5,1,1,60,0.14903129657228018,False,False,96.0,14
Bad,74,160,5,52,16,0,0,100,125,7,7,16,4,56,36,2,2,54,45.0,5,2,1,88,0.14903129657228018,False,False,100.0,14
Good,77,138,3,105,13,1,1,93,39,7,2,21,2,21,2,2,2,1,,1,1,0,33,0.14903129657228018,True,False,62.0,6
Good,73,242,4,86,17,0,0,76,40,7,6,17,2,53,9,0,0,39,86.0,1,4,0,86,0.14903129657228018,True,False,100.0,14
Bad,75,247,1,80,28,0,0,87,17,7,6,46,2,23,36,2,2,8,97.0,4,2,1,40,0.14903129657228018,True,False,61.0,18
Good,85,175,42,109,21,0,0,100,125,7,7,23,0,35,0,0,0,19,,2,1,0,75,0.14903129657228018,False,False,91.0,17
Good,77,154,5,128,17,0,0,100,125,7,7,17,1,33,0,1,1,48,,5,1,1,75,0.14903129657228018,False,False,100.0,12
Good,87,405,19,124,25,0,0,100,125,7,7,25,0,20,0,0,0,9,,4,1,1,63,0.14903129657228018,False,False,100.0,15
Good,86,323,5,71,33,0,0,100,125,7,7,34,2,41,36,1,1,6,87.0,2,3,0,31,0.14903129657228018,False,False,97.0,10
Good,83,375,18,143,13,0,0,92,35,7,6,13,0,15,0,0,0,6,,1,2,0,33,0.14903129657228018,True,False,100.0,4
Good,88,178,14,97,8,0,0,100,125,7,7,8,0,38,15,0,0,0,77.0,2,1,0,75,0.14903129657228018,False,False,100.0,6
Good,81,232,9,81,20,0,0,100,125,7,7,21,1,10,0,0,0,13,,6,1,1,50,0.14903129657228018,False,False,95.0,10
Good,68,86,2,32,26,0,0,100,125,7,7,28,5,25,0,4,4,22,92.0,5,3,0,57,0.14903129657228018,False,False,93.0,15
Bad,57,234,31,106,40,0,0,98,6,6,6,41,0,24,36,3,3,69,30.0,16,2,7,95,0.628930817610063,True,True,98.0,38
Good,91,538,47,212,12,0,0,100,125,7,7,12,0,17,0,0,0,4,,1,2,0,14,0.14903129657228018,False,False,100.0,1
Good,85,128,2,62,17,0,0,100,125,7,7,19,3,61,36,5,5,2,93.0,1,2,0,75,0.14903129657228018,False,False,89.0,14
Good,73,287,4,102,10,1,0,55,13,7,5,11,3,55,36,2,2,30,65.0,2,2,0,67,0.14903129657228018,True,False,91.0,7
Bad,56,161,33,118,6,3,2,71,8,2,5,10,0,10,0,0,0,81,,3,2,2,75,0.628930817610063,True,True,60.0,7
Bad,64,175,20,115,13,2,0,56,35,7,5,16,0,19,19,0,0,85,74.0,9,1,6,91,0.14903129657228018,True,False,81.0,14
Good,88,219,2,80,28,0,0,100,125,7,7,32,5,34,22,0,0,5,69.0,6,4,0,67,0.14903129657228018,False,False,88.0,21
Bad,78,191,51,120,8,1,0,50,10,6,5,12,0,25,36,1,1,0,,1,1,0,50,0.628930817610063,True,True,67.0,6
Good,89,188,38,83,21,0,0,100,125,7,7,21,0,29,0,0,0,0,,0,1,0,13,0.14903129657228018,False,False,100.0,2
Bad,78,161,6,70,18,0,0,90,14,7,6,20,1,30,0,0,0,1,67.0,3,3,0,64,0.14903129657228018,True,False,90.0,12
Good,75,387,2,101,32,1,0,95,21,7,6,37,2,49,3,19,19,0,5.0,1,2,0,75,0.14903129657228018,True,False,86.0,27
Good,83,345,6,185,19,1,0,95,54,7,5,20,3,20,0,1,1,5,64.0,7,2,0,64,0.14903129657228018,True,False,95.0,12
Bad,57,60,35,46,4,5,5,75,42,7,6,9,0,50,0,1,1,9,93.0,2,1,0,100,0.14903129657228018,True,False,44.0,9
Bad,60,198,1,92,12,3,2,81,21,7,2,16,3,69,0,6,6,93,92.0,2,2,0,100,0.14903129657228018,True,False,75.0,16
Good,65,321,3,74,27,2,1,68,21,7,4,31,5,45,0,4,4,11,91.0,1,4,0,56,0.14903129657228018,True,False,87.0,17
Good,88,192,2,90,17,0,0,100,125,7,7,18,1,33,1,2,2,9,66.0,2,2,0,44,0.14903129657228018,False,False,94.0,7
Good,87,276,9,92,25,0,0,100,125,7,7,38,2,32,1,2,2,7,,3,3,0,67,0.14903129657228018,False,False,66.0,25
Bad,64,142,1,34,12,2,2,85,35,7,2,21,6,33,0,2,2,24,67.0,5,3,0,67,0.14903129657228018,True,False,57.0,14
Bad,63,282,2,112,20,0,0,71,12,7,6,21,1,29,0,1,0,51,,7,2,3,77,0.14903129657228018,True,False,95.0,16
Good,89,283,13,116,30,0,0,100,125,7,7,32,0,19,0,1,0,4,33.0,3,2,0,50,0.14903129657228018,False,False,94.0,16
Good,76,179,2,89,28,0,0,100,125,7,7,30,3,37,36,3,3,17,97.0,6,2,2,62,0.14903129657228018,False,False,93.0,18
Good,82,215,32,73,10,0,0,100,125,7,7,10,0,60,36,1,0,0,26.0,2,4,1,100,0.14903129657228018,False,False,100.0,10
Good,89,233,3,118,35,0,0,100,125,7,7,36,4,33,15,0,0,0,,4,2,0,33,0.14903129657228018,False,False,97.0,11
Bad,77,263,1,92,28,0,0,97,125,7,6,30,3,20,1,2,2,21,,5,1,1,60,0.14903129657228018,True,False,93.0,18
Good,86,179,7,61,18,0,0,100,125,7,7,20,1,20,36,0,0,13,,2,1,0,43,0.14903129657228018,False,False,90.0,8
Bad,80,172,2,32,38,0,0,100,125,7,7,39,14,33,0,29,29,6,88.0,5,4,0,38,0.14903129657228018,False,False,97.0,14
Good,81,398,2,112,17,0,0,100,125,7,7,18,2,33,0,0,0,47,60.0,5,2,1,64,0.14903129657228018,False,False,94.0,11
Bad,69,70,3,47,23,0,0,100,125,7,7,24,2,9,36,3,3,41,,13,1,2,79,0.14903129657228018,False,False,96.0,18
Bad,65,106,5,42,11,1,0,92,22,7,5,13,3,31,0,2,2,60,,4,1,1,83,0.14903129657228018,True,False,85.0,10
Bad,61,229,21,114,20,3,1,68,8,6,4,25,0,36,0,2,2,63,86.0,6,3,1,90,0.628930817610063,True,True,80.0,22
Good,64,31,3,16,9,0,0,100,125,7,7,9,3,33,36,1,1,69,65.0,5,2,1,88,0.14903129657228018,False,False,100.0,7
Good,55,193,9,64,24,0,0,92,4,6,6,24,2,17,0,1,1,78,10.0,11,3,6,88,0.628930817610063,True,True,100.0,21
Good,69,400,10,112,11,2,2,85,42,7,2,13,2,54,36,0,0,46,82.0,2,3,2,83,0.14903129657228018,True,False,85.0,10
Bad,67,70,1,43,3,0,0,100,125,7,7,4,1,50,0,8,8,100,,1,1,0,100,0.14903129657228018,False,False,75.0,4
Bad,61,84,12,28,4,2,2,80,61,7,2,6,0,60,0,3,3,101,93.0,2,2,2,100,0.14903129657228018,True,False,67.0,6
Good,72,262,10,91,45,0,0,98,48,7,6,51,3,18,0,6,6,62,,6,2,3,67,0.14903129657228018,True,False,88.0,34
Bad,75,209,1,59,27,0,0,100,125,7,7,28,4,29,0,3,3,21,71.0,5,3,1,89,0.14903129657228018,False,False,96.0,24
Bad,87,230,3,84,23,0,0,100,125,7,7,23,2,61,0,1,1,1,64.0,3,4,1,78,0.14903129657228018,False,False,100.0,17
Good,85,164,4,90,34,0,0,100,125,7,7,37,2,76,3,1,1,2,,2,1,0,100,0.14903129657228018,False,False,92.0,37
Good,57,154,6,82,12,2,0,63,7,6,5,16,1,63,0,0,0,85,70.0,3,4,1,88,0.628930817610063,True,True,75.0,14
Bad,71,282,6,95,28,2,2,89,33,7,6,28,2,57,1,6,6,33,75.0,4,5,0,83,0.14903129657228018,True,False,100.0,23
Good,82,176,18,107,40,0,0,100,125,7,7,40,0,35,0,0,0,0,75.0,2,2,1,21,0.14903129657228018,False,False,100.0,8
Bad,58,231,26,113,16,0,0,76,4,6,6,17,0,18,0,0,0,71,,6,1,3,78,0.628930817610063,True,True,94.0,13
Good,89,218,16,95,25,0,0,100,125,7,7,26,0,38,0,0,0,3,,3,1,0,57,0.14903129657228018,False,False,96.0,14
Bad,63,320,12,88,13,1,1,79,2,4,4,14,0,29,0,0,0,17,,3,1,0,36,0.628930817610063,True,True,93.0,5
Bad,72,232,5,77,21,0,0,91,5,6,6,22,3,32,0,0,0,20,85.0,2,2,0,36,0.628930817610063,True,True,95.0,7
Bad,62,113,9,62,18,2,2,86,5,2,2,21,1,38,0,0,0,48,44.0,3,3,2,75,0.628930817610063,True,True,86.0,15
Bad,86,138,8,73,14,0,0,100,125,7,7,14,1,14,0,0,0,18,,5,1,0,75,0.14903129657228018,False,False,100.0,10
Good,66,174,1,75,38,0,0,100,125,7,7,40,5,40,36,6,6,77,60.0,4,8,3,75,0.14903129657228018,False,False,95.0,30
Good,85,326,4,120,21,0,0,100,125,7,7,44,1,26,4,3,3,5,39.0,2,2,0,31,0.14903129657228018,False,False,48.0,13
Good,88,322,7,109,14,0,0,100,125,7,7,15,1,43,1,1,1,9,67.0,1,2,0,50,0.14903129657228018,False,False,93.0,7
Bad,65,69,53,63,2,2,2,67,28,7,2,3,0,67,0,6,6,4,,1,2,0,100,0.14903129657228018,True,False,67.0,3
Good,68,149,9,71,22,1,0,91,9,6,5,23,2,26,0,1,1,26,69.0,5,3,1,57,0.628930817610063,True,True,96.0,13
Bad,65,122,6,53,28,0,0,100,125,7,7,35,6,24,0,6,6,72,73.0,5,1,5,67,0.14903129657228018,False,False,80.0,23
Good,77,300,2,109,66,2,2,97,22,7,3,77,6,31,6,0,0,29,,6,3,1,45,0.14903129657228018,True,False,86.0,34
Bad,60,115,4,48,18,1,0,89,1,5,5,19,4,58,36,4,4,44,81.0,4,3,1,88,0.628930817610063,True,True,95.0,16
Good,78,300,8,130,17,1,0,89,13,7,5,18,1,11,0,0,0,18,,5,1,0,55,0.14903129657228018,True,False,94.0,9
Good,70,259,3,47,21,0,0,100,125,7,7,21,5,19,2,2,2,55,,1,3,1,80,0.14903129657228018,False,False,100.0,16
Bad,66,194,21,73,23,1,1,81,6,2,2,26,0,35,0,0,0,74,42.0,5,2,2,64,0.628930817610063,True,True,88.0,16
Good,73,241,25,79,19,0,0,100,125,7,7,20,0,35,36,0,0,77,,3,2,3,83,0.14903129657228018,False,False,95.0,16
Good,82,260,21,104,19,0,0,100,125,7,7,21,0,43,4,2,2,4,,1,2,0,17,0.14903129657228018,False,False,90.0,3
Good,62,157,2,54,28,0,0,86,26,7,6,31,4,24,9,0,0,73,46.0,7,3,2,83,0.14903129657228018,True,False,90.0,25
Bad,65,85,1,25,17,0,0,100,125,7,7,22,8,14,0,5,5,36,,9,1,2,59,0.14903129657228018,False,False,77.0,12
Good,79,286,10,128,28,0,0,100,125,7,7,32,1,18,1,3,3,2,,5,1,1,38,0.14903129657228018,False,False,88.0,12
Good,61,296,9,122,11,1,1,82,24,2,6,46,1,64,3,1,1,29,61.0,2,4,1,75,0.628930817610063,True,True,24.0,34
Bad,59,218,10,90,28,3,2,87,13,7,2,67,2,45,36,2,2,91,,1,1,1,67,0.14903129657228018,True,False,42.0,44
Good,76,121,2,64,17,0,0,89,16,7,6,18,1,50,3,1,1,4,32.0,2,2,0,67,0.14903129657228018,True,False,94.0,12
Good,73,195,1,77,29,1,1,94,41,7,3,34,7,47,8,0,0,28,99.0,7,3,1,77,0.14903129657228018,True,False,85.0,26
Bad,82,367,1,90,26,0,0,96,40,7,6,28,3,14,3,2,2,1,,5,2,0,45,0.14903129657228018,True,False,93.0,12
Good,72,113,13,62,37,0,0,100,125,7,7,37,0,24,1,2,2,46,78.0,10,5,4,71,0.14903129657228018,False,False,100.0,26
Good,81,80,10,86,13,0,0,100,125,7,7,19,3,31,36,0,0,39,,5,1,0,100,0.14903129657228018,False,False,68.0,19
Good,84,165,36,88,12,0,0,100,125,7,7,12,0,50,0,0,0,18,,1,1,0,67,0.14903129657228018,False,False,100.0,8
