RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,percent,delinquency,TotalNetFraction,NumInstallment,TradeFrequency
Good,81,58,34,49,5,0,100,7,8,5,0,80,0.0,0,14,60,1,2,0,100,0.2145922746781116,0.0,74,2.0,0.0
Good,67,106,7,63,24,0,100,7,8,24,1,63,7.0,0,51,22,6,7,0,87,0.2145922746781116,0.0,73,7.0,0.041666666666666664
Good,87,81,4,126,14,0,100,7,8,4,1,14,,2,4,46,3,1,0,40,0.2145922746781116,0.0,50,1.0,0.25
Bad,66,168,1,93,21,0,79,3,5,24,1,8,,2,26,46,5,1,0,38,1.0752688172043012,102.26999999999998,72,1.0,0.041666666666666664
Good,88,159,11,133,15,0,100,7,8,18,1,50,7.0,0,0,46,1,1,0,40,0.2145922746781116,0.0,46,1.0,0.05555555555555555
Bad,83,255,3,72,29,0,100,7,8,34,2,21,,2,2,46,5,1,0,38,0.2145922746781116,0.0,48,1.0,0.058823529411764705
Bad,57,142,8,61,44,0,84,4,6,44,1,16,0.0,8,45,46,11,2,2,52,0.398406374501992,77.92000000000002,91,2.0,0.022727272727272728
Bad,65,142,14,85,9,3,82,6,3,13,0,64,0.0,1,30,35,2,2,0,100,3.571428571428571,87.65999999999997,65,2.0,0.23076923076923078
Good,85,179,17,86,21,0,100,7,8,22,0,59,,0,0,46,1,1,1,80,0.2145922746781116,0.0,46,1.0,0.0
Bad,60,65,8,28,22,1,95,6,6,27,4,14,14.0,0,27,59,7,3,1,50,0.398406374501992,24.349999999999966,86,3.0,0.18518518518518517
Bad,75,152,4,58,14,0,93,6,6,14,2,29,7.0,0,37,60,2,3,1,71,0.398406374501992,34.089999999999975,97,3.0,0.14285714285714285
Bad,62,150,13,80,21,1,87,0,6,23,0,30,14.0,0,40,46,7,1,0,100,0.398406374501992,63.31,86,1.0,0.043478260869565216
Bad,82,115,4,45,16,0,100,7,8,16,3,63,0.0,0,0,92,1,3,0,50,0.2145922746781116,0.0,92,3.0,0.1875
Bad,61,174,1,61,25,0,88,4,6,26,3,12,,0,41,21,6,2,1,57,0.398406374501992,58.44,62,2.0,0.11538461538461539
Good,82,589,3,213,6,0,100,7,8,6,2,17,0.0,1,30,46,3,2,1,60,0.2145922746781116,0.0,76,2.0,0.3333333333333333
Good,90,240,1,96,20,0,100,7,8,22,1,32,0.0,0,0,77,2,3,0,36,0.2145922746781116,0.0,77,3.0,0.045454545454545456
Good,85,142,75,106,4,0,100,7,8,4,0,0,0.0,0,37,46,4,2,0,100,0.2145922746781116,0.0,83,2.0,0.0
Bad,54,238,9,100,16,0,61,4,6,18,1,39,0.0,0,90,81,5,3,4,67,0.398406374501992,189.93,171,3.0,0.05555555555555555
Good,59,374,6,117,65,0,99,4,6,67,5,46,,0,42,50,12,7,4,69,0.398406374501992,4.8700000000000045,92,7.000000000000001,0.07462686567164178
Good,73,136,6,51,15,0,100,7,8,16,3,38,1.0,3,31,46,3,1,1,50,0.2145922746781116,0.0,77,1.0,0.1875
Bad,63,349,4,111,34,0,97,6,6,35,1,6,19.0,0,83,46,18,1,12,91,0.398406374501992,14.610000000000014,129,1.0,0.02857142857142857
Good,69,282,0,117,8,1,91,6,6,11,1,18,0.0,1,0,46,1,2,0,25,0.398406374501992,43.829999999999984,46,2.0,0.18181818181818182
Good,72,214,17,61,21,0,100,7,8,21,0,33,0.0,0,66,66,7,2,2,64,0.2145922746781116,0.0,132,2.0,0.0
Good,65,120,3,51,9,1,70,6,6,10,3,50,2.0,2,47,89,4,2,0,86,0.398406374501992,146.09999999999997,136,2.0,0.4
Good,82,179,57,89,7,0,100,7,8,0,0,14,0.0,1,27,46,2,2,1,40,0.2145922746781116,0.0,73,2.0,
Good,76,125,1,84,39,0,100,7,8,9,8,20,0.0,5,10,100,8,3,1,44,0.2145922746781116,0.0,110,3.0,0.8888888888888888
Bad,68,89,8,52,20,0,86,6,6,21,2,14,0.0,1,29,79,7,2,0,67,0.398406374501992,68.18,108,2.0,0.09523809523809523
Bad,70,219,9,93,23,0,91,4,6,23,2,22,0.0,0,39,46,6,2,1,53,0.398406374501992,43.829999999999984,85,2.0,0.08695652173913043
Bad,68,203,13,84,23,0,96,4,6,24,0,42,0.0,0,81,68,4,3,3,89,0.398406374501992,19.480000000000018,149,3.0,0.0
Bad,68,205,12,114,28,0,100,7,8,29,0,11,2.0,1,63,46,5,2,3,78,0.2145922746781116,0.0,109,2.0,0.0
Good,74,310,4,101,8,0,89,6,5,9,2,67,13.0,0,23,63,1,4,0,71,1.0752688172043012,53.56999999999999,86,4.0,0.2222222222222222
Bad,75,111,9,60,15,0,93,6,6,15,1,53,0.0,0,61,43,5,3,0,100,0.398406374501992,34.089999999999975,104,3.0,0.06666666666666667
Bad,67,77,3,109,21,0,86,4,6,4,2,19,,3,22,83,5,1,0,60,0.398406374501992,68.18,105,1.0,0.5
Bad,75,132,8,48,21,0,95,6,6,23,2,14,,1,3,67,1,2,0,60,0.398406374501992,24.349999999999966,70,2.0,0.08695652173913043
Good,83,348,2,100,61,0,98,6,6,67,4,35,1.0,1,6,62,7,4,0,52,0.398406374501992,9.740000000000009,68,4.0,0.05970149253731343
Good,65,100,9,40,15,0,93,4,6,15,3,47,0.0,0,50,65,3,2,0,71,0.398406374501992,34.089999999999975,115,2.0,0.2
Bad,62,69,5,24,8,1,89,6,6,9,3,33,1.0,2,92,46,4,2,3,67,0.398406374501992,53.56999999999999,138,2.0,0.4444444444444444
Good,87,207,1,65,14,0,100,7,8,15,2,33,24.0,1,5,10,3,2,0,50,0.2145922746781116,0.0,15,2.0,0.13333333333333333
Bad,79,222,6,94,24,0,100,7,8,24,2,42,9.0,0,82,48,2,4,1,88,0.2145922746781116,0.0,130,4.0,0.08333333333333333
Good,92,325,27,137,16,0,100,7,8,16,0,31,0.0,0,1,46,2,1,0,38,0.2145922746781116,0.0,47,1.0,0.0
Good,63,104,3,42,13,3,87,0,3,15,3,40,,4,41,100,5,6,0,85,3.571428571428571,63.31,141,6.0,0.4
Good,73,252,2,126,38,0,98,6,5,49,6,38,,4,11,92,10,5,1,71,1.0752688172043012,9.740000000000009,103,5.0,0.12244897959183673
Bad,76,56,7,39,6,0,100,7,8,6,1,17,0.0,0,21,22,3,1,1,67,0.2145922746781116,0.0,43,1.0,0.16666666666666666
Bad,66,165,13,55,15,3,94,6,2,17,0,76,0.0,4,86,76,1,3,1,80,1.36986301369863,29.21999999999997,162,3.0,0.17647058823529413
Bad,75,244,3,91,24,0,100,7,8,24,2,38,0.0,2,57,46,6,1,2,78,0.2145922746781116,0.0,103,1.0,0.08333333333333333
Good,73,188,2,58,23,0,100,7,8,25,5,40,0.0,4,43,87,5,3,2,62,0.2145922746781116,0.0,130,3.0,0.2
Bad,64,128,2,55,15,0,75,4,6,16,1,31,0.0,0,53,73,2,2,1,50,0.398406374501992,121.75,126,2.0,0.0625
Bad,67,257,17,111,16,0,68,3,5,19,0,37,,1,17,56,4,2,0,60,1.0752688172043012,155.83999999999997,73,2.0,0.0
Good,82,118,2,48,15,0,100,7,8,18,2,24,2.0,2,0,46,0,1,0,33,0.2145922746781116,0.0,46,1.0,0.1111111111111111
Bad,62,156,2,63,31,1,97,0,2,33,3,18,0.0,0,3,46,3,2,0,42,1.36986301369863,14.610000000000014,49,2.0,0.12121212121212122
Bad,63,57,2,30,26,0,100,7,8,27,8,26,,1,67,91,8,4,4,80,0.2145922746781116,0.0,158,4.0,0.2962962962962963
Bad,82,324,43,137,9,0,90,6,6,10,0,20,0.0,2,2,46,1,2,0,25,0.398406374501992,48.69999999999999,48,2.0,0.0
Bad,77,264,4,78,35,0,100,7,8,35,7,6,0.0,2,11,46,6,2,2,47,0.2145922746781116,0.0,57,2.0,0.2
Good,84,394,3,204,22,0,100,7,8,24,3,4,3.0,2,0,46,2,2,0,33,0.2145922746781116,0.0,46,2.0,0.125
Bad,78,82,5,54,33,0,100,7,8,41,2,15,,3,21,11,9,3,2,50,0.2145922746781116,0.0,32,3.0,0.04878048780487805
Bad,81,119,8,54,22,0,100,7,8,25,3,36,0.0,3,28,92,2,2,0,67,0.2145922746781116,0.0,120,2.0,0.12
Bad,75,291,20,118,15,0,94,6,5,17,0,41,0.0,2,48,46,3,1,0,83,1.0752688172043012,29.21999999999997,94,1.0,0.0
Bad,66,107,7,49,10,0,90,6,6,10,2,50,0.0,0,97,44,3,3,3,100,0.398406374501992,48.69999999999999,141,3.0,0.2
Bad,50,239,10,76,21,3,72,0,2,9,2,36,0.0,2,58,94,5,3,0,80,1.36986301369863,136.36,152,2.9999999999999996,0.5555555555555556
Bad,67,134,13,61,17,0,94,6,6,17,0,35,0.0,1,22,70,4,5,2,82,0.398406374501992,29.21999999999997,92,5.0,0.0
Good,59,319,3,52,15,1,100,7,8,18,4,29,0.0,2,84,85,6,3,2,100,0.2145922746781116,0.0,169,3.0,0.2777777777777778
Bad,69,153,32,85,3,0,100,7,8,3,0,100,,2,27,10,3,1,0,100,0.2145922746781116,0.0,37,1.0,0.0
Good,77,197,10,71,33,0,100,7,8,33,1,15,8.0,0,37,46,2,1,1,30,0.2145922746781116,0.0,83,1.0,0.030303030303030304
Good,87,341,6,101,32,0,100,7,8,33,1,3,0.0,0,6,46,3,2,0,27,0.2145922746781116,0.0,52,2.0,0.030303030303030304
Bad,56,311,10,99,31,10,86,4,6,36,2,46,0.0,2,44,75,4,2,1,64,0.398406374501992,68.18,119,2.0,0.33333333333333337
Good,87,147,1,69,8,0,100,7,8,11,2,45,1.0,3,2,100,1,1,0,50,0.2145922746781116,0.0,102,1.0,0.18181818181818182
Bad,63,242,2,68,25,0,100,7,8,26,1,19,,3,73,46,12,1,5,87,0.2145922746781116,0.0,119,1.0,0.038461538461538464
Bad,61,69,4,22,9,0,100,7,8,9,4,44,,2,38,63,2,2,1,83,0.2145922746781116,0.0,101,2.0,0.4444444444444444
Bad,66,24,1,12,11,0,100,7,8,12,5,17,0.0,0,42,100,3,1,3,67,0.2145922746781116,0.0,142,1.0,0.4166666666666667
Bad,66,133,43,95,16,0,94,6,6,17,0,71,0.0,5,30,46,2,1,1,100,0.398406374501992,29.21999999999997,76,1.0,0.0
Bad,57,321,4,105,37,0,84,4,6,38,2,50,0.0,0,76,79,13,4,4,90,0.398406374501992,77.92000000000002,155,4.0,0.05263157894736842
Good,72,296,56,128,18,1,95,0,2,19,0,37,1.0,2,18,46,3,3,0,75,1.36986301369863,24.349999999999966,64,3.0,0.05263157894736842
Bad,68,142,1,72,55,0,100,7,8,67,8,45,1.0,2,58,81,9,4,5,59,0.2145922746781116,0.0,139,4.0,0.11940298507462686
Bad,73,282,2,92,14,0,94,6,5,17,3,47,0.0,5,46,46,2,4,0,86,1.0752688172043012,29.21999999999997,92,4.0,0.17647058823529413
Bad,65,176,3,101,34,0,92,5,6,36,1,28,0.0,3,87,0,9,3,6,92,0.398406374501992,38.95999999999998,87,,0.027777777777777776
Good,79,242,3,71,19,0,100,7,8,19,5,11,8.0,0,20,46,3,1,0,50,0.2145922746781116,0.0,66,1.0,0.2631578947368421
Good,89,290,12,71,9,0,100,7,8,29,0,0,9.0,0,15,46,1,2,0,33,0.2145922746781116,0.0,61,2.0,0.0
Good,66,245,44,131,12,0,79,4,5,14,0,36,0.0,1,46,46,3,1,0,100,1.0752688172043012,102.26999999999998,92,1.0,0.0
Bad,78,245,29,144,25,1,85,4,2,15,0,33,,0,1,46,1,1,0,33,1.36986301369863,73.05000000000001,47,1.0,0.06666666666666667
Bad,88,188,17,107,9,0,100,7,8,16,0,33,,0,0,69,1,2,0,57,0.2145922746781116,0.0,69,2.0,0.0
Bad,68,87,4,44,20,0,85,6,6,20,3,20,0.0,4,24,46,8,2,0,77,0.398406374501992,73.05000000000001,70,2.0,0.15
Good,83,97,7,57,17,0,100,7,8,17,1,24,,0,19,85,3,3,0,60,0.2145922746781116,0.0,104,3.0,0.058823529411764705
Good,85,181,6,77,7,0,100,7,8,10,1,50,5.0,0,0,95,0,2,0,50,0.2145922746781116,0.0,95,2.0,0.1
Good,68,348,12,91,34,0,100,7,8,34,0,32,0.0,0,78,68,11,4,7,76,0.2145922746781116,0.0,146,4.0,0.0
Bad,65,502,1,71,78,1,99,6,6,100,19,15,0.0,6,10,90,10,3,1,38,0.398406374501992,4.8700000000000045,100,3.0,0.2
Good,88,145,5,86,23,0,100,7,8,24,1,54,0.0,1,6,96,2,2,0,50,0.2145922746781116,0.0,102,2.0,0.041666666666666664
Bad,68,42,1,20,13,0,100,7,8,16,6,31,0.0,8,39,89,2,4,0,54,0.2145922746781116,0.0,128,4.0,0.375
Good,86,257,14,126,25,0,100,7,8,25,0,8,0.0,0,18,46,5,1,0,40,0.2145922746781116,0.0,64,1.0,0.0
Bad,84,150,11,68,23,0,100,7,8,25,1,24,0.0,0,1,46,1,1,1,17,0.2145922746781116,0.0,47,1.0,0.04
Bad,63,257,6,90,28,0,93,4,6,29,4,14,0.0,5,60,87,3,3,1,60,0.398406374501992,34.089999999999975,147,3.0,0.13793103448275862
Good,65,521,10,159,36,0,90,4,6,39,1,41,0.0,0,19,85,7,2,0,64,0.398406374501992,48.69999999999999,104,2.0,0.02564102564102564
Good,69,194,4,63,41,0,95,6,6,41,5,29,0.0,2,0,99,3,4,0,35,0.398406374501992,24.349999999999966,99,4.0,0.12195121951219512
Bad,84,246,1,69,20,0,100,7,8,21,1,33,0.0,2,8,13,4,2,0,60,0.2145922746781116,0.0,21,2.0,0.047619047619047616
Bad,66,157,18,42,16,0,100,7,8,16,0,25,0.0,3,93,53,11,3,5,100,0.2145922746781116,0.0,146,3.0,0.0
Bad,72,171,3,40,11,0,100,7,8,11,4,27,0.0,2,62,97,5,2,2,88,0.2145922746781116,0.0,159,2.0,0.36363636363636365
Good,91,303,4,101,11,0,100,7,8,12,1,36,0.0,0,1,97,2,2,0,57,0.2145922746781116,0.0,98,2.0,0.08333333333333333
Bad,58,167,3,62,24,1,80,4,2,25,1,24,1.0,1,0,48,0,3,0,33,1.36986301369863,97.39999999999998,48,3.0,0.08
Good,84,245,10,113,16,0,94,6,6,17,1,12,,0,6,46,2,2,0,40,0.398406374501992,29.21999999999997,52,2.0,0.058823529411764705
Bad,83,242,1,92,35,0,100,7,8,36,3,11,1.0,2,8,52,6,3,0,36,0.2145922746781116,0.0,60,3.0,0.08333333333333333
Bad,55,174,19,86,9,0,70,3,5,10,0,20,0.0,0,50,75,3,1,3,57,1.0752688172043012,146.09999999999997,125,1.0,0.0
Bad,63,246,5,113,10,0,90,4,6,10,1,20,6.0,0,97,46,5,1,4,86,0.398406374501992,48.69999999999999,143,1.0,0.1
Good,86,361,1,86,25,0,100,7,8,26,1,31,0.0,0,10,46,3,3,0,67,0.2145922746781116,0.0,56,3.0,0.038461538461538464
Bad,64,164,8,71,25,0,92,4,6,26,3,38,0.0,3,58,84,3,3,0,67,0.398406374501992,38.95999999999998,142,3.0,0.11538461538461539
Bad,65,153,4,81,17,0,89,6,6,19,3,53,1.0,1,60,46,4,2,0,86,0.398406374501992,53.56999999999999,106,2.0,0.15789473684210525
Good,71,373,8,102,12,1,100,6,8,12,1,33,1.0,3,0,46,0,1,0,25,0.2145922746781116,0.0,46,1.0,0.16666666666666666
Bad,86,70,9,39,10,0,100,7,8,10,1,10,0.0,0,0,46,1,1,0,22,0.2145922746781116,0.0,46,1.0,0.1
Bad,62,102,3,51,20,0,78,4,5,23,4,39,0.0,1,56,85,3,3,2,75,1.0752688172043012,107.13999999999999,141,3.0,0.17391304347826086
Bad,77,173,18,101,41,0,98,5,7,40,0,18,21.0,0,49,46,13,1,5,64,6.666666666666667,9.740000000000009,95,1.0,0.0
Bad,63,27,8,14,6,0,86,6,6,7,2,43,0.0,0,66,21,2,2,1,80,0.398406374501992,68.18,87,2.0,0.2857142857142857
Bad,78,175,6,75,15,0,100,7,8,5,2,47,6.0,0,32,46,2,1,0,75,0.2145922746781116,0.0,78,1.0,0.4
Good,78,149,5,61,43,0,100,7,8,44,1,47,1.0,2,9,91,3,9,0,80,0.2145922746781116,0.0,100,9.0,0.022727272727272728
Good,90,240,20,123,19,0,100,7,8,21,0,19,0.0,0,3,46,2,1,0,50,0.2145922746781116,0.0,49,1.0,0.0
Bad,75,340,2,111,19,0,96,6,5,23,2,13,0.0,1,41,46,6,1,1,58,1.0752688172043012,19.480000000000018,87,1.0,0.08695652173913043
Good,79,114,9,49,28,0,100,7,8,28,2,36,0.0,1,2,42,3,3,0,43,0.2145922746781116,0.0,44,3.0,0.07142857142857142
Good,63,325,3,92,29,0,93,6,6,30,2,52,,2,63,65,8,4,3,75,0.398406374501992,34.089999999999975,128,4.0,0.06666666666666667
Bad,63,148,2,56,31,1,97,6,2,38,5,45,0.0,3,82,46,9,2,6,92,1.36986301369863,14.610000000000014,128,2.0,0.15789473684210525
Good,83,177,6,77,40,0,98,6,5,41,3,54,0.0,1,19,70,3,5,0,62,1.0752688172043012,9.740000000000009,89,5.0,0.07317073170731707
Bad,56,169,1,56,7,2,80,6,3,26,4,20,,3,62,46,4,2,1,83,3.571428571428571,97.39999999999998,108,2.0,0.23076923076923078
Bad,55,159,5,76,14,1,63,0,2,19,2,47,0.0,0,45,46,2,4,0,100,1.36986301369863,180.19,91,4.0,0.15789473684210525
Bad,73,94,1,41,13,0,100,7,8,21,5,67,,3,0,97,1,3,0,67,0.2145922746781116,0.0,97,3.0,0.23809523809523808
Good,88,448,6,156,23,0,100,7,8,29,1,22,0.0,0,6,4,5,2,0,50,0.2145922746781116,0.0,10,2.0,0.034482758620689655
Bad,59,154,3,65,27,0,100,7,8,27,6,37,0.0,2,85,74,8,3,5,79,0.2145922746781116,0.0,159,3.0,0.2222222222222222
Bad,54,186,2,53,22,0,64,4,5,25,3,40,0.0,2,33,87,6,1,1,58,1.0752688172043012,175.32,120,1.0,0.12
Good,93,417,25,235,9,0,100,7,8,9,0,22,0.0,1,0,46,1,2,0,40,0.2145922746781116,0.0,46,2.0,0.0
Bad,73,102,2,41,22,0,100,7,8,23,2,35,0.0,0,21,46,4,4,1,62,0.2145922746781116,0.0,67,4.0,0.08695652173913043
Bad,71,162,11,51,13,0,92,6,6,13,1,15,0.0,0,51,46,3,1,1,50,0.398406374501992,38.95999999999998,97,1.0,0.07692307692307693
Bad,63,206,2,66,19,0,82,4,6,22,4,45,0.0,2,56,39,6,2,1,75,0.398406374501992,87.65999999999997,95,2.0,0.18181818181818182
Bad,65,336,1,78,33,1,94,6,2,35,2,40,0.0,4,59,30,11,5,3,80,1.36986301369863,29.21999999999997,89,5.0,0.08571428571428572
Good,71,108,1,55,14,1,88,6,3,17,4,63,2.0,3,37,95,2,3,0,63,3.571428571428571,58.44,132,3.0,0.29411764705882354
Bad,61,187,8,46,26,0,88,6,5,33,1,36,0.0,5,60,77,7,2,3,75,1.0752688172043012,58.44,137,2.0,0.030303030303030304
Good,61,183,26,111,3,1,60,4,2,5,0,20,,1,94,46,1,1,0,100,1.36986301369863,194.8,140,1.0,0.2
Bad,66,98,4,31,15,1,94,6,2,35,1,50,,0,58,78,5,4,1,91,1.36986301369863,29.21999999999997,136,4.0,0.05714285714285714
Bad,65,87,2,46,18,1,100,7,8,20,3,16,0.0,4,39,46,3,1,1,40,0.2145922746781116,0.0,85,1.0,0.2
Bad,67,179,2,17,11,0,100,7,8,0,6,8,,2,65,46,6,1,1,70,0.2145922746781116,0.0,111,1.0,
Good,87,196,30,117,19,0,100,7,8,20,0,30,0.0,0,7,46,5,2,0,71,0.2145922746781116,0.0,53,2.0,0.0
Bad,80,157,5,133,27,0,78,6,6,22,1,48,,0,6,64,6,3,0,82,0.398406374501992,107.13999999999999,70,3.0,0.045454545454545456
Bad,64,86,4,54,7,1,78,5,2,9,1,11,7.0,0,48,94,2,1,0,50,1.36986301369863,107.13999999999999,142,1.0,0.2222222222222222
Good,87,440,9,105,26,0,100,7,8,34,2,23,,0,15,47,2,2,0,29,0.2145922746781116,0.0,62,2.0,0.058823529411764705
Good,86,217,29,116,21,0,100,7,8,19,0,14,0.0,0,20,46,4,1,0,71,0.2145922746781116,0.0,66,1.0,0.0
Bad,64,92,3,35,21,2,91,6,6,24,5,23,0.0,1,9,58,3,4,0,53,0.398406374501992,43.829999999999984,67,4.0,0.2916666666666667
Bad,64,179,2,85,26,0,100,7,8,28,4,32,,1,85,38,10,2,6,86,0.2145922746781116,0.0,123,2.0,0.14285714285714285
Bad,59,271,5,76,28,0,89,4,6,27,1,36,,3,23,97,8,3,0,69,0.398406374501992,53.56999999999999,120,3.0,0.037037037037037035
Bad,59,290,7,70,9,1,70,6,5,10,2,50,12.0,0,73,52,3,3,1,86,1.0752688172043012,146.09999999999997,125,3.0,0.30000000000000004
Bad,80,263,21,116,25,0,100,7,8,25,0,64,21.0,0,48,46,3,2,0,71,0.2145922746781116,0.0,94,2.0,0.0
Bad,65,115,11,43,19,0,90,4,6,20,1,50,,0,52,77,5,6,0,85,0.398406374501992,48.69999999999999,129,6.0,0.05
Good,77,218,8,72,25,0,96,6,6,25,3,52,2.0,1,32,69,3,4,0,64,0.398406374501992,19.480000000000018,101,4.0,0.12
Good,82,247,1,90,25,0,100,7,8,29,2,24,,0,29,46,6,1,1,54,0.2145922746781116,0.0,75,1.0,0.06896551724137931
Bad,71,247,3,72,49,0,100,6,7,74,3,66,,2,83,61,10,5,1,94,6.666666666666667,0.0,144,5.0,0.04054054054054054
Good,73,333,1,102,25,0,96,6,6,27,4,26,0.0,5,37,3,3,3,0,67,0.398406374501992,19.480000000000018,40,3.0,0.14814814814814814
Good,67,152,3,37,23,1,96,6,2,24,3,25,,1,40,49,11,3,1,78,1.36986301369863,19.480000000000018,89,3.0,0.16666666666666666
Good,80,201,5,94,17,0,100,7,8,17,1,24,0.0,0,36,9,4,2,1,43,0.2145922746781116,0.0,45,2.0,0.058823529411764705
Good,62,197,7,60,43,0,100,7,8,54,1,44,,1,103,70,14,11,4,100,0.2145922746781116,0.0,173,11.0,0.018518518518518517
Good,89,171,3,90,14,0,100,7,8,15,1,27,3.0,1,3,29,1,2,0,60,0.2145922746781116,0.0,32,2.0,0.06666666666666667
Bad,60,28,3,17,13,0,100,7,8,13,2,38,0.0,3,67,96,5,4,3,75,0.2145922746781116,0.0,163,4.0,0.15384615384615385
Good,81,139,0,51,14,0,100,7,8,15,4,20,0.0,3,16,60,2,3,0,45,0.2145922746781116,0.0,76,3.0,0.26666666666666666
Good,86,94,9,90,23,0,100,7,8,7,2,16,14.0,0,14,92,2,1,1,38,0.2145922746781116,0.0,106,1.0,0.2857142857142857
Bad,64,144,2,63,18,2,85,5,3,21,3,50,0.0,6,60,80,2,5,1,78,3.571428571428571,73.05000000000001,140,5.0,0.23809523809523808
Good,84,153,0,62,11,0,100,7,8,19,2,33,0.0,1,11,46,2,2,1,40,0.2145922746781116,0.0,57,2.0,0.10526315789473684
Bad,67,213,1,56,53,0,98,6,5,59,11,18,2.0,2,22,89,7,5,1,52,1.0752688172043012,9.740000000000009,111,5.0,0.1864406779661017
Bad,66,174,6,72,29,2,87,6,4,32,2,19,0.0,1,37,87,9,2,4,65,3.7037037037037033,63.31,124,2.0,0.125
Good,81,442,152,245,10,0,100,7,8,10,0,0,0.0,0,41,46,7,2,1,88,0.2145922746781116,0.0,87,2.0,0.0
Bad,80,90,33,68,10,0,100,7,8,11,0,10,,1,57,46,1,1,0,40,0.2145922746781116,0.0,103,1.0,0.0
Bad,59,90,4,55,52,0,98,4,6,22,3,33,0.0,2,15,51,9,6,2,60,0.398406374501992,9.740000000000009,66,6.0,0.13636363636363635
Bad,60,67,15,53,5,1,50,6,2,6,0,50,0.0,2,27,46,1,1,0,100,1.36986301369863,243.5,73,1.0,0.16666666666666666
Good,81,162,13,66,17,0,100,7,8,17,0,12,0.0,1,3,46,2,1,0,43,0.2145922746781116,0.0,49,1.0,0.0
Bad,56,4,4,4,1,1,100,7,8,2,1,100,0.0,2,27,100,3,1,0,100,0.2145922746781116,0.0,127,1.0,1.0
Bad,80,210,1,105,14,0,100,7,8,15,1,7,0.0,0,35,46,4,1,1,50,0.2145922746781116,0.0,81,1.0,0.06666666666666667
Good,79,148,40,93,13,0,92,6,6,13,0,77,0.0,2,0,46,0,1,0,50,0.398406374501992,38.95999999999998,46,1.0,0.0
Good,77,256,3,93,37,0,92,6,6,39,4,23,3.0,1,13,46,3,1,0,31,0.398406374501992,38.95999999999998,59,1.0,0.10256410256410256
Bad,66,193,6,43,40,0,98,6,6,40,3,25,1.0,1,19,46,12,2,1,64,0.398406374501992,9.740000000000009,65,2.0,0.075
Good,84,179,16,66,11,0,100,7,8,0,0,50,10.0,0,4,46,2,1,0,67,0.2145922746781116,0.0,50,1.0,
Good,86,189,2,76,19,0,100,7,8,24,3,58,,0,5,100,4,3,0,78,0.2145922746781116,0.0,105,3.0,0.125
Bad,81,179,16,99,16,0,100,7,8,19,0,26,0.0,0,26,46,2,1,1,60,0.2145922746781116,0.0,72,1.0,0.0
Good,89,131,29,60,6,0,100,7,8,6,0,17,0.0,0,5,46,1,1,0,40,0.2145922746781116,0.0,51,1.0,0.0
Bad,54,68,7,23,5,0,83,4,6,6,3,33,0.0,0,66,81,3,2,1,83,0.398406374501992,82.78999999999996,147,2.0,0.5
Good,67,203,45,144,12,1,86,0,2,23,0,36,,0,76,90,3,2,0,83,1.36986301369863,68.18,166,2.0,0.043478260869565216
Good,64,162,5,73,4,3,67,6,2,7,1,33,0.0,1,57,46,2,1,0,100,1.36986301369863,160.70999999999998,103,1.0,0.5714285714285714
Bad,65,83,11,39,16,2,100,6,8,16,1,56,0.0,2,60,76,5,2,1,88,0.2145922746781116,0.0,136,2.0,0.1875
Good,79,284,4,96,51,0,98,6,6,53,3,42,0.0,2,10,46,3,1,0,40,0.398406374501992,9.740000000000009,56,1.0,0.05660377358490566
Good,66,131,13,83,4,4,67,6,2,41,0,33,,0,67,46,2,1,0,100,1.36986301369863,160.70999999999998,113,1.0,0.0975609756097561
Bad,73,122,2,53,11,0,100,7,8,12,3,58,4.0,2,90,96,4,2,1,86,0.2145922746781116,0.0,186,2.0,0.25
Good,84,200,12,69,18,0,100,7,8,18,0,39,13.0,0,1,86,2,2,0,40,0.2145922746781116,0.0,87,2.0,0.0
Bad,66,14,12,13,2,0,100,7,8,2,0,100,,4,27,83,3,2,0,100,0.2145922746781116,0.0,110,2.0,0.0
Good,89,193,18,97,19,0,100,7,8,20,0,45,17.0,0,4,46,2,1,0,75,0.2145922746781116,0.0,50,1.0,0.0
Bad,70,182,29,94,25,0,96,6,6,25,0,24,0.0,1,33,6,3,2,1,36,0.398406374501992,19.480000000000018,39,2.0,0.0
Bad,61,175,15,74,11,1,82,4,6,13,0,27,,1,71,77,3,1,2,80,0.398406374501992,87.65999999999997,148,1.0,0.07692307692307693
Bad,59,183,47,133,2,4,40,6,2,7,0,20,0.0,1,27,46,3,1,0,100,1.36986301369863,292.2,73,1.0,0.5714285714285714
Bad,69,25,12,19,2,0,100,7,8,2,0,100,0.0,1,27,58,3,1,0,100,0.2145922746781116,0.0,85,1.0,0.0
Bad,82,297,19,88,31,0,100,7,8,31,0,29,0.0,0,20,46,5,1,0,40,0.2145922746781116,0.0,66,1.0,0.0
